# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-10-06 06:14:12 EDT       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104500 CHARLES RIVER AT WALTHAM, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104500
#            TS   parameter     statistic     Description
#         64222       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64222_00060_00003	64222_00060_00003_cd
USGS	01104500	1968-08-01	79.0	A
USGS	01104500	1968-08-02	103	A
USGS	01104500	1968-08-03	89.0	A
USGS	01104500	1968-08-04	79.0	A
USGS	01104500	1968-08-05	74.0	A
USGS	01104500	1968-08-06	65.0	A
USGS	01104500	1968-08-07	99.0	A
USGS	01104500	1968-08-08	124	A
USGS	01104500	1968-08-09	91.0	A
USGS	01104500	1968-08-10	79.0	A
USGS	01104500	1968-08-11	67.0	A
USGS	01104500	1968-08-12	61.0	A
USGS	01104500	1968-08-13	59.0	A
USGS	01104500	1968-08-14	61.0	A
USGS	01104500	1968-08-15	56.0	A
USGS	01104500	1968-08-16	53.0	A
USGS	01104500	1968-08-17	53.0	A
USGS	01104500	1968-08-18	52.0	A
USGS	01104500	1968-08-19	49.0	A
USGS	01104500	1968-08-20	49.0	A
USGS	01104500	1968-08-21	46.0	A
USGS	01104500	1968-08-22	43.0	A
USGS	01104500	1968-08-23	41.0	A
USGS	01104500	1968-08-24	39.0	A
USGS	01104500	1968-08-25	39.0	A
USGS	01104500	1968-08-26	38.0	A
USGS	01104500	1968-08-27	37.0	A
USGS	01104500	1968-08-28	44.0	A
USGS	01104500	1968-08-29	47.0	A
USGS	01104500	1968-08-30	47.0	A
USGS	01104500	1968-08-31	47.0	A
USGS	01104500	1968-09-01	42.0	A
USGS	01104500	1968-09-02	38.0	A
USGS	01104500	1968-09-03	37.0	A
USGS	01104500	1968-09-04	42.0	A
USGS	01104500	1968-09-05	47.0	A
USGS	01104500	1968-09-06	38.0	A
USGS	01104500	1968-09-07	44.0	A
USGS	01104500	1968-09-08	47.0	A
USGS	01104500	1968-09-09	47.0	A
USGS	01104500	1968-09-10	47.0	A
USGS	01104500	1968-09-11	74.0	A
USGS	01104500	1968-09-12	85.0	A
USGS	01104500	1968-09-13	79.0	A
USGS	01104500	1968-09-14	76.0	A
USGS	01104500	1968-09-15	74.0	A
USGS	01104500	1968-09-16	71.0	A
USGS	01104500	1968-09-17	58.0	A
USGS	01104500	1968-09-18	49.0	A
USGS	01104500	1968-09-19	46.0	A
USGS	01104500	1968-09-20	43.0	A
USGS	01104500	1968-09-21	42.0	A
USGS	01104500	1968-09-22	39.0	A
USGS	01104500	1968-09-23	35.0	A
USGS	01104500	1968-09-24	34.0	A
USGS	01104500	1968-09-25	34.0	A
USGS	01104500	1968-09-26	34.0	A
USGS	01104500	1968-09-27	32.0	A
USGS	01104500	1968-09-28	32.0	A
USGS	01104500	1968-09-29	29.0	A
USGS	01104500	1968-09-30	27.0	A
USGS	01104500	1968-10-01	27.0	A
USGS	01104500	1968-10-02	29.0	A
USGS	01104500	1968-10-03	31.0	A
USGS	01104500	1968-10-04	44.0	A
USGS	01104500	1968-10-05	37.0	A
USGS	01104500	1968-10-06	32.0	A
USGS	01104500	1968-10-07	38.0	A
USGS	01104500	1968-10-08	53.0	A
USGS	01104500	1968-10-09	52.0	A
USGS	01104500	1968-10-10	47.0	A
USGS	01104500	1968-10-11	47.0	A
USGS	01104500	1968-10-12	46.0	A
USGS	01104500	1968-10-13	43.0	A
USGS	01104500	1968-10-14	42.0	A
USGS	01104500	1968-10-15	41.0	A
USGS	01104500	1968-10-16	39.0	A
USGS	01104500	1968-10-17	38.0	A
USGS	01104500	1968-10-18	38.0	A
USGS	01104500	1968-10-19	39.0	A
USGS	01104500	1968-10-20	41.0	A
USGS	01104500	1968-10-21	40.0	A
USGS	01104500	1968-10-22	39.0	A
USGS	01104500	1968-10-23	39.0	A
USGS	01104500	1968-10-24	37.0	A
USGS	01104500	1968-10-25	39.0	A
USGS	01104500	1968-10-26	40.0	A
USGS	01104500	1968-10-27	38.0	A
USGS	01104500	1968-10-28	39.0	A
USGS	01104500	1968-10-29	40.0	A
USGS	01104500	1968-10-30	39.0	A
USGS	01104500	1968-10-31	36.0	A
USGS	01104500	1968-11-01	34.0	A
USGS	01104500	1968-11-02	50.0	A
USGS	01104500	1968-11-03	52.0	A
USGS	01104500	1968-11-04	51.0	A
USGS	01104500	1968-11-05	52.0	A
USGS	01104500	1968-11-06	53.0	A
USGS	01104500	1968-11-07	64.0	A
USGS	01104500	1968-11-08	130	A
USGS	01104500	1968-11-09	118	A
USGS	01104500	1968-11-10	166	A
USGS	01104500	1968-11-11	238	A
USGS	01104500	1968-11-12	350	A
USGS	01104500	1968-11-13	396	A
USGS	01104500	1968-11-14	307	A
USGS	01104500	1968-11-15	294	A
USGS	01104500	1968-11-16	286	A
USGS	01104500	1968-11-17	274	A
USGS	01104500	1968-11-18	302	A
USGS	01104500	1968-11-19	340	A
USGS	01104500	1968-11-20	295	A
USGS	01104500	1968-11-21	274	A
USGS	01104500	1968-11-22	268	A
USGS	01104500	1968-11-23	250	A
USGS	01104500	1968-11-24	232	A
USGS	01104500	1968-11-25	206	A
USGS	01104500	1968-11-26	181	A
USGS	01104500	1968-11-27	172	A
USGS	01104500	1968-11-28	163	A
USGS	01104500	1968-11-29	174	A
USGS	01104500	1968-11-30	159	A
USGS	01104500	1968-12-01	158	A
USGS	01104500	1968-12-02	161	A
USGS	01104500	1968-12-03	162	A
USGS	01104500	1968-12-04	223	A
USGS	01104500	1968-12-05	398	A
USGS	01104500	1968-12-06	344	A
USGS	01104500	1968-12-07	346	A
USGS	01104500	1968-12-08	345	A
USGS	01104500	1968-12-09	317	A
USGS	01104500	1968-12-10	210	A
USGS	01104500	1968-12-11	265	A
USGS	01104500	1968-12-12	240	A
USGS	01104500	1968-12-13	210	A
USGS	01104500	1968-12-14	219	A
USGS	01104500	1968-12-15	383	A
USGS	01104500	1968-12-16	366	A
USGS	01104500	1968-12-17	320	A
USGS	01104500	1968-12-18	340	A
USGS	01104500	1968-12-19	344	A
USGS	01104500	1968-12-20	341	A
USGS	01104500	1968-12-21	321	A
USGS	01104500	1968-12-22	300	A
USGS	01104500	1968-12-23	316	A
USGS	01104500	1968-12-24	299	A
USGS	01104500	1968-12-25	250	A
USGS	01104500	1968-12-26	225	A
USGS	01104500	1968-12-27	224	A
USGS	01104500	1968-12-28	258	A
USGS	01104500	1968-12-29	322	A
USGS	01104500	1968-12-30	288	A
USGS	01104500	1968-12-31	282	A
USGS	01104500	1969-01-01	321	A
USGS	01104500	1969-01-02	300	A
USGS	01104500	1969-01-03	283	A
USGS	01104500	1969-01-04	261	A
USGS	01104500	1969-01-05	237	A
USGS	01104500	1969-01-06	215	A
USGS	01104500	1969-01-07	268	A
USGS	01104500	1969-01-08	246	A
USGS	01104500	1969-01-09	224	A
USGS	01104500	1969-01-10	213	A
USGS	01104500	1969-01-11	200	A
USGS	01104500	1969-01-12	190	A
USGS	01104500	1969-01-13	177	A
USGS	01104500	1969-01-14	167	A
USGS	01104500	1969-01-15	159	A
USGS	01104500	1969-01-16	152	A
USGS	01104500	1969-01-17	147	A
USGS	01104500	1969-01-18	150	A
USGS	01104500	1969-01-19	177	A
USGS	01104500	1969-01-20	179	A
USGS	01104500	1969-01-21	179	A
USGS	01104500	1969-01-22	181	A
USGS	01104500	1969-01-23	179	A
USGS	01104500	1969-01-24	246	A
USGS	01104500	1969-01-25	301	A
USGS	01104500	1969-01-26	310	A
USGS	01104500	1969-01-27	298	A
USGS	01104500	1969-01-28	278	A
USGS	01104500	1969-01-29	248	A
USGS	01104500	1969-01-30	239	A
USGS	01104500	1969-01-31	256	A
USGS	01104500	1969-02-01	250	A
USGS	01104500	1969-02-02	247	A
USGS	01104500	1969-02-03	260	A
USGS	01104500	1969-02-04	256	A
USGS	01104500	1969-02-05	227	A
USGS	01104500	1969-02-06	229	A
USGS	01104500	1969-02-07	216	A
USGS	01104500	1969-02-08	196	A
USGS	01104500	1969-02-09	184	A
USGS	01104500	1969-02-10	141	A
USGS	01104500	1969-02-11	143	A
USGS	01104500	1969-02-12	163	A
USGS	01104500	1969-02-13	171	A
USGS	01104500	1969-02-14	167	A
USGS	01104500	1969-02-15	167	A
USGS	01104500	1969-02-16	159	A
USGS	01104500	1969-02-17	157	A
USGS	01104500	1969-02-18	164	A
USGS	01104500	1969-02-19	159	A
USGS	01104500	1969-02-20	179	A
USGS	01104500	1969-02-21	190	A
USGS	01104500	1969-02-22	192	A
USGS	01104500	1969-02-23	189	A
USGS	01104500	1969-02-24	194	A
USGS	01104500	1969-02-25	171	A
USGS	01104500	1969-02-26	175	A
USGS	01104500	1969-02-27	170	A
USGS	01104500	1969-02-28	170	A
USGS	01104500	1969-03-01	170	A
USGS	01104500	1969-03-02	167	A
USGS	01104500	1969-03-03	165	A
USGS	01104500	1969-03-04	164	A
USGS	01104500	1969-03-05	155	A
USGS	01104500	1969-03-06	190	A
USGS	01104500	1969-03-07	177	A
USGS	01104500	1969-03-08	163	A
USGS	01104500	1969-03-09	165	A
USGS	01104500	1969-03-10	169	A
USGS	01104500	1969-03-11	170	A
USGS	01104500	1969-03-12	174	A
USGS	01104500	1969-03-13	178	A
USGS	01104500	1969-03-14	194	A
USGS	01104500	1969-03-15	210	A
USGS	01104500	1969-03-16	232	A
USGS	01104500	1969-03-17	270	A
USGS	01104500	1969-03-18	326	A
USGS	01104500	1969-03-19	430	A
USGS	01104500	1969-03-20	460	A
USGS	01104500	1969-03-21	507	A
USGS	01104500	1969-03-22	604	A
USGS	01104500	1969-03-23	662	A
USGS	01104500	1969-03-24	730	A
USGS	01104500	1969-03-25	1180	A
USGS	01104500	1969-03-26	1410	A
USGS	01104500	1969-03-27	1610	A
USGS	01104500	1969-03-28	1690	A
USGS	01104500	1969-03-29	1730	A
USGS	01104500	1969-03-30	1760	A
USGS	01104500	1969-03-31	1660	A
USGS	01104500	1969-04-01	1530	A
USGS	01104500	1969-04-02	1420	A
USGS	01104500	1969-04-03	1310	A
USGS	01104500	1969-04-04	1210	A
USGS	01104500	1969-04-05	1170	A
USGS	01104500	1969-04-06	1380	A
USGS	01104500	1969-04-07	1290	A
USGS	01104500	1969-04-08	1180	A
USGS	01104500	1969-04-09	1110	A
USGS	01104500	1969-04-10	974	A
USGS	01104500	1969-04-11	954	A
USGS	01104500	1969-04-12	960	A
USGS	01104500	1969-04-13	900	A
USGS	01104500	1969-04-14	830	A
USGS	01104500	1969-04-15	800	A
USGS	01104500	1969-04-16	660	A
USGS	01104500	1969-04-17	680	A
USGS	01104500	1969-04-18	660	A
USGS	01104500	1969-04-19	800	A
USGS	01104500	1969-04-20	850	A
USGS	01104500	1969-04-21	850	A
USGS	01104500	1969-04-22	900	A
USGS	01104500	1969-04-23	1000	A
USGS	01104500	1969-04-24	1050	A
USGS	01104500	1969-04-25	1050	A
USGS	01104500	1969-04-26	1050	A
USGS	01104500	1969-04-27	1050	A
USGS	01104500	1969-04-28	1000	A
USGS	01104500	1969-04-29	950	A
USGS	01104500	1969-04-30	900	A
USGS	01104500	1969-05-01	850	A
USGS	01104500	1969-05-02	770	A
USGS	01104500	1969-05-03	720	A
USGS	01104500	1969-05-04	660	A
USGS	01104500	1969-05-05	600	A
USGS	01104500	1969-05-06	570	A
USGS	01104500	1969-05-07	530	A
USGS	01104500	1969-05-08	510	A
USGS	01104500	1969-05-09	490	A
USGS	01104500	1969-05-10	470	A
USGS	01104500	1969-05-11	460	A
USGS	01104500	1969-05-12	450	A
USGS	01104500	1969-05-13	430	A
USGS	01104500	1969-05-14	395	A
USGS	01104500	1969-05-15	359	A
USGS	01104500	1969-05-16	299	A
USGS	01104500	1969-05-17	287	A
USGS	01104500	1969-05-18	265	A
USGS	01104500	1969-05-19	254	A
USGS	01104500	1969-05-20	342	A
USGS	01104500	1969-05-21	421	A
USGS	01104500	1969-05-22	386	A
USGS	01104500	1969-05-23	376	A
USGS	01104500	1969-05-24	387	A
USGS	01104500	1969-05-25	389	A
USGS	01104500	1969-05-26	370	A
USGS	01104500	1969-05-27	343	A
USGS	01104500	1969-05-28	300	A
USGS	01104500	1969-05-29	270	A
USGS	01104500	1969-05-30	156	A
USGS	01104500	1969-05-31	218	A
USGS	01104500	1969-06-01	235	A
USGS	01104500	1969-06-02	236	A
USGS	01104500	1969-06-03	228	A
USGS	01104500	1969-06-04	199	A
USGS	01104500	1969-06-05	183	A
USGS	01104500	1969-06-06	171	A
USGS	01104500	1969-06-07	160	A
USGS	01104500	1969-06-08	147	A
USGS	01104500	1969-06-09	141	A
USGS	01104500	1969-06-10	131	A
USGS	01104500	1969-06-11	124	A
USGS	01104500	1969-06-12	117	A
USGS	01104500	1969-06-13	110	A
USGS	01104500	1969-06-14	106	A
USGS	01104500	1969-06-15	106	A
USGS	01104500	1969-06-16	103	A
USGS	01104500	1969-06-17	95.0	A
USGS	01104500	1969-06-18	103	A
USGS	01104500	1969-06-19	112	A
USGS	01104500	1969-06-20	119	A
USGS	01104500	1969-06-21	121	A
USGS	01104500	1969-06-22	108	A
USGS	01104500	1969-06-23	106	A
USGS	01104500	1969-06-24	106	A
USGS	01104500	1969-06-25	101	A
USGS	01104500	1969-06-26	97.0	A
USGS	01104500	1969-06-27	91.0	A
USGS	01104500	1969-06-28	79.0	A
USGS	01104500	1969-06-29	79.0	A
USGS	01104500	1969-06-30	67.0	A
USGS	01104500	1969-07-01	67.0	A
USGS	01104500	1969-07-02	65.0	A
USGS	01104500	1969-07-03	49.0	A
USGS	01104500	1969-07-04	50.0	A
USGS	01104500	1969-07-05	77.0	A
USGS	01104500	1969-07-06	65.0	A
USGS	01104500	1969-07-07	44.0	A
USGS	01104500	1969-07-08	35.0	A
USGS	01104500	1969-07-09	27.0	A
USGS	01104500	1969-07-10	21.0	A
USGS	01104500	1969-07-11	23.0	A
USGS	01104500	1969-07-12	76.0	A
USGS	01104500	1969-07-13	129	A
USGS	01104500	1969-07-14	223	A
USGS	01104500	1969-07-15	149	A
USGS	01104500	1969-07-16	79.0	A
USGS	01104500	1969-07-17	87.0	A
USGS	01104500	1969-07-18	136	A
USGS	01104500	1969-07-19	103	A
USGS	01104500	1969-07-20	85.0	A
USGS	01104500	1969-07-21	79.0	A
USGS	01104500	1969-07-22	74.0	A
USGS	01104500	1969-07-23	71.0	A
USGS	01104500	1969-07-24	67.0	A
USGS	01104500	1969-07-25	64.0	A
USGS	01104500	1969-07-26	62.0	A
USGS	01104500	1969-07-27	65.0	A
USGS	01104500	1969-07-28	74.0	A
USGS	01104500	1969-07-29	93.0	A
USGS	01104500	1969-07-30	131	A
USGS	01104500	1969-07-31	160	A
USGS	01104500	1969-08-01	197	A
USGS	01104500	1969-08-02	291	A
USGS	01104500	1969-08-03	226	A
USGS	01104500	1969-08-04	223	A
USGS	01104500	1969-08-05	216	A
USGS	01104500	1969-08-06	197	A
USGS	01104500	1969-08-07	176	A
USGS	01104500	1969-08-08	162	A
USGS	01104500	1969-08-09	157	A
USGS	01104500	1969-08-10	141	A
USGS	01104500	1969-08-11	126	A
USGS	01104500	1969-08-12	112	A
USGS	01104500	1969-08-13	108	A
USGS	01104500	1969-08-14	99.0	A
USGS	01104500	1969-08-15	87.0	A
USGS	01104500	1969-08-16	79.0	A
USGS	01104500	1969-08-17	76.0	A
USGS	01104500	1969-08-18	72.0	A
USGS	01104500	1969-08-19	67.0	A
USGS	01104500	1969-08-20	61.0	A
USGS	01104500	1969-08-21	56.0	A
USGS	01104500	1969-08-22	47.0	A
USGS	01104500	1969-08-23	46.0	A
USGS	01104500	1969-08-24	43.0	A
USGS	01104500	1969-08-25	43.0	A
USGS	01104500	1969-08-26	39.0	A
USGS	01104500	1969-08-27	42.0	A
USGS	01104500	1969-08-28	53.0	A
USGS	01104500	1969-08-29	42.0	A
USGS	01104500	1969-08-30	37.0	A
USGS	01104500	1969-08-31	44.0	A
USGS	01104500	1969-09-01	49.0	A
USGS	01104500	1969-09-02	33.0	A
USGS	01104500	1969-09-03	23.0	A
USGS	01104500	1969-09-04	14.0	A
USGS	01104500	1969-09-05	13.0	A
USGS	01104500	1969-09-06	14.0	A
USGS	01104500	1969-09-07	19.0	A
USGS	01104500	1969-09-08	39.0	A
USGS	01104500	1969-09-09	272	A
USGS	01104500	1969-09-10	121	A
USGS	01104500	1969-09-11	129	A
USGS	01104500	1969-09-12	154	A
USGS	01104500	1969-09-13	154	A
USGS	01104500	1969-09-14	136	A
USGS	01104500	1969-09-15	117	A
USGS	01104500	1969-09-16	103	A
USGS	01104500	1969-09-17	99.0	A
USGS	01104500	1969-09-18	179	A
USGS	01104500	1969-09-19	139	A
USGS	01104500	1969-09-20	117	A
USGS	01104500	1969-09-21	114	A
USGS	01104500	1969-09-22	112	A
USGS	01104500	1969-09-23	101	A
USGS	01104500	1969-09-24	91.0	A
USGS	01104500	1969-09-25	81.0	A
USGS	01104500	1969-09-26	76.0	A
USGS	01104500	1969-09-27	72.0	A
USGS	01104500	1969-09-28	83.0	A
USGS	01104500	1969-09-29	85.0	A
USGS	01104500	1969-09-30	81.0	A
USGS	01104500	1969-10-01	79.0	A
USGS	01104500	1969-10-02	77.0	A
USGS	01104500	1969-10-03	119	A
USGS	01104500	1969-10-04	117	A
USGS	01104500	1969-10-05	117	A
USGS	01104500	1969-10-06	131	A
USGS	01104500	1969-10-07	136	A
USGS	01104500	1969-10-08	144	A
USGS	01104500	1969-10-09	146	A
USGS	01104500	1969-10-10	129	A
USGS	01104500	1969-10-11	126	A
USGS	01104500	1969-10-12	121	A
USGS	01104500	1969-10-13	108	A
USGS	01104500	1969-10-14	76.0	A
USGS	01104500	1969-10-15	72.0	A
USGS	01104500	1969-10-16	72.0	A
USGS	01104500	1969-10-17	69.0	A
USGS	01104500	1969-10-18	65.0	A
USGS	01104500	1969-10-19	64.0	A
USGS	01104500	1969-10-20	61.0	A
USGS	01104500	1969-10-21	72.0	A
USGS	01104500	1969-10-22	74.0	A
USGS	01104500	1969-10-23	74.0	A
USGS	01104500	1969-10-24	77.0	A
USGS	01104500	1969-10-25	83.0	A
USGS	01104500	1969-10-26	81.0	A
USGS	01104500	1969-10-27	79.0	A
USGS	01104500	1969-10-28	74.0	A
USGS	01104500	1969-10-29	72.0	A
USGS	01104500	1969-10-30	72.0	A
USGS	01104500	1969-10-31	69.0	A
USGS	01104500	1969-11-01	65.0	A
USGS	01104500	1969-11-02	65.0	A
USGS	01104500	1969-11-03	149	A
USGS	01104500	1969-11-04	173	A
USGS	01104500	1969-11-05	220	A
USGS	01104500	1969-11-06	299	A
USGS	01104500	1969-11-07	318	A
USGS	01104500	1969-11-08	359	A
USGS	01104500	1969-11-09	450	A
USGS	01104500	1969-11-10	578	A
USGS	01104500	1969-11-11	869	A
USGS	01104500	1969-11-12	824	A
USGS	01104500	1969-11-13	734	A
USGS	01104500	1969-11-14	716	A
USGS	01104500	1969-11-15	672	A
USGS	01104500	1969-11-16	600	A
USGS	01104500	1969-11-17	530	A
USGS	01104500	1969-11-18	495	A
USGS	01104500	1969-11-19	460	A
USGS	01104500	1969-11-20	505	A
USGS	01104500	1969-11-21	460	A
USGS	01104500	1969-11-22	415	A
USGS	01104500	1969-11-23	393	A
USGS	01104500	1969-11-24	372	A
USGS	01104500	1969-11-25	351	A
USGS	01104500	1969-11-26	325	A
USGS	01104500	1969-11-27	298	A
USGS	01104500	1969-11-28	279	A
USGS	01104500	1969-11-29	263	A
USGS	01104500	1969-11-30	250	A
USGS	01104500	1969-12-01	240	A
USGS	01104500	1969-12-02	225	A
USGS	01104500	1969-12-03	223	A
USGS	01104500	1969-12-04	211	A
USGS	01104500	1969-12-05	201	A
USGS	01104500	1969-12-06	193	A
USGS	01104500	1969-12-07	182	A
USGS	01104500	1969-12-08	228	A
USGS	01104500	1969-12-09	362	A
USGS	01104500	1969-12-10	371	A
USGS	01104500	1969-12-11	586	A
USGS	01104500	1969-12-12	598	A
USGS	01104500	1969-12-13	611	A
USGS	01104500	1969-12-14	649	A
USGS	01104500	1969-12-15	683	A
USGS	01104500	1969-12-16	670	A
USGS	01104500	1969-12-17	655	A
USGS	01104500	1969-12-18	617	A
USGS	01104500	1969-12-19	587	A
USGS	01104500	1969-12-20	531	A
USGS	01104500	1969-12-21	474	A
USGS	01104500	1969-12-22	523	A
USGS	01104500	1969-12-23	587	A
USGS	01104500	1969-12-24	532	A
USGS	01104500	1969-12-25	462	A
USGS	01104500	1969-12-26	550	A
USGS	01104500	1969-12-27	1370	A
USGS	01104500	1969-12-28	1430	A
USGS	01104500	1969-12-29	1310	A
USGS	01104500	1969-12-30	1230	A
USGS	01104500	1969-12-31	1240	A
USGS	01104500	1970-01-01	1130	A
USGS	01104500	1970-01-02	1050	A
USGS	01104500	1970-01-03	943	A
USGS	01104500	1970-01-04	875	A
USGS	01104500	1970-01-05	780	A
USGS	01104500	1970-01-06	750	A
USGS	01104500	1970-01-07	699	A
USGS	01104500	1970-01-08	644	A
USGS	01104500	1970-01-09	573	A
USGS	01104500	1970-01-10	525	A
USGS	01104500	1970-01-11	455	A
USGS	01104500	1970-01-12	435	A
USGS	01104500	1970-01-13	425	A
USGS	01104500	1970-01-14	405	A
USGS	01104500	1970-01-15	377	A
USGS	01104500	1970-01-16	350	A
USGS	01104500	1970-01-17	326	A
USGS	01104500	1970-01-18	322	A
USGS	01104500	1970-01-19	318	A
USGS	01104500	1970-01-20	302	A
USGS	01104500	1970-01-21	295	A
USGS	01104500	1970-01-22	280	A
USGS	01104500	1970-01-23	261	A
USGS	01104500	1970-01-24	247	A
USGS	01104500	1970-01-25	240	A
USGS	01104500	1970-01-26	233	A
USGS	01104500	1970-01-27	233	A
USGS	01104500	1970-01-28	236	A
USGS	01104500	1970-01-29	240	A
USGS	01104500	1970-01-30	280	A
USGS	01104500	1970-01-31	280	A
USGS	01104500	1970-02-01	276	A
USGS	01104500	1970-02-02	338	A
USGS	01104500	1970-02-03	758	A
USGS	01104500	1970-02-04	1240	A
USGS	01104500	1970-02-05	1170	A
USGS	01104500	1970-02-06	1200	A
USGS	01104500	1970-02-07	1250	A
USGS	01104500	1970-02-08	1250	A
USGS	01104500	1970-02-09	1190	A
USGS	01104500	1970-02-10	1180	A
USGS	01104500	1970-02-11	1570	A
USGS	01104500	1970-02-12	1400	A
USGS	01104500	1970-02-13	1350	A
USGS	01104500	1970-02-14	1300	A
USGS	01104500	1970-02-15	1250	A
USGS	01104500	1970-02-16	1200	A
USGS	01104500	1970-02-17	1100	A
USGS	01104500	1970-02-18	1000	A
USGS	01104500	1970-02-19	900	A
USGS	01104500	1970-02-20	840	A
USGS	01104500	1970-02-21	780	A
USGS	01104500	1970-02-22	720	A
USGS	01104500	1970-02-23	660	A
USGS	01104500	1970-02-24	610	A
USGS	01104500	1970-02-25	560	A
USGS	01104500	1970-02-26	500	A
USGS	01104500	1970-02-27	470	A
USGS	01104500	1970-02-28	430	A
USGS	01104500	1970-03-01	400	A
USGS	01104500	1970-03-02	370	A
USGS	01104500	1970-03-03	350	A
USGS	01104500	1970-03-04	360	A
USGS	01104500	1970-03-05	390	A
USGS	01104500	1970-03-06	400	A
USGS	01104500	1970-03-07	400	A
USGS	01104500	1970-03-08	400	A
USGS	01104500	1970-03-09	395	A
USGS	01104500	1970-03-10	390	A
USGS	01104500	1970-03-11	380	A
USGS	01104500	1970-03-12	370	A
USGS	01104500	1970-03-13	380	A
USGS	01104500	1970-03-14	390	A
USGS	01104500	1970-03-15	380	A
USGS	01104500	1970-03-16	360	A
USGS	01104500	1970-03-17	350	A
USGS	01104500	1970-03-18	340	A
USGS	01104500	1970-03-19	328	A
USGS	01104500	1970-03-20	328	A
USGS	01104500	1970-03-21	354	A
USGS	01104500	1970-03-22	375	A
USGS	01104500	1970-03-23	492	A
USGS	01104500	1970-03-24	502	A
USGS	01104500	1970-03-25	523	A
USGS	01104500	1970-03-26	550	A
USGS	01104500	1970-03-27	634	A
USGS	01104500	1970-03-28	626	A
USGS	01104500	1970-03-29	615	A
USGS	01104500	1970-03-30	626	A
USGS	01104500	1970-03-31	636	A
USGS	01104500	1970-04-01	643	A
USGS	01104500	1970-04-02	951	A
USGS	01104500	1970-04-03	1440	A
USGS	01104500	1970-04-04	1380	A
USGS	01104500	1970-04-05	1300	A
USGS	01104500	1970-04-06	1320	A
USGS	01104500	1970-04-07	1370	A
USGS	01104500	1970-04-08	1290	A
USGS	01104500	1970-04-09	1190	A
USGS	01104500	1970-04-10	1080	A
USGS	01104500	1970-04-11	962	A
USGS	01104500	1970-04-12	870	A
USGS	01104500	1970-04-13	799	A
USGS	01104500	1970-04-14	727	A
USGS	01104500	1970-04-15	678	A
USGS	01104500	1970-04-16	624	A
USGS	01104500	1970-04-17	566	A
USGS	01104500	1970-04-18	515	A
USGS	01104500	1970-04-19	471	A
USGS	01104500	1970-04-20	455	A
USGS	01104500	1970-04-21	440	A
USGS	01104500	1970-04-22	395	A
USGS	01104500	1970-04-23	398	A
USGS	01104500	1970-04-24	415	A
USGS	01104500	1970-04-25	452	A
USGS	01104500	1970-04-26	429	A
USGS	01104500	1970-04-27	417	A
USGS	01104500	1970-04-28	402	A
USGS	01104500	1970-04-29	388	A
USGS	01104500	1970-04-30	368	A
USGS	01104500	1970-05-01	312	A
USGS	01104500	1970-05-02	308	A
USGS	01104500	1970-05-03	294	A
USGS	01104500	1970-05-04	285	A
USGS	01104500	1970-05-05	290	A
USGS	01104500	1970-05-06	298	A
USGS	01104500	1970-05-07	259	A
USGS	01104500	1970-05-08	248	A
USGS	01104500	1970-05-09	237	A
USGS	01104500	1970-05-10	227	A
USGS	01104500	1970-05-11	217	A
USGS	01104500	1970-05-12	206	A
USGS	01104500	1970-05-13	184	A
USGS	01104500	1970-05-14	192	A
USGS	01104500	1970-05-15	186	A
USGS	01104500	1970-05-16	186	A
USGS	01104500	1970-05-17	234	A
USGS	01104500	1970-05-18	378	A
USGS	01104500	1970-05-19	478	A
USGS	01104500	1970-05-20	478	A
USGS	01104500	1970-05-21	525	A
USGS	01104500	1970-05-22	512	A
USGS	01104500	1970-05-23	490	A
USGS	01104500	1970-05-24	468	A
USGS	01104500	1970-05-25	443	A
USGS	01104500	1970-05-26	410	A
USGS	01104500	1970-05-27	374	A
USGS	01104500	1970-05-28	327	A
USGS	01104500	1970-05-29	286	A
USGS	01104500	1970-05-30	258	A
USGS	01104500	1970-05-31	233	A
USGS	01104500	1970-06-01	212	A
USGS	01104500	1970-06-02	194	A
USGS	01104500	1970-06-03	197	A
USGS	01104500	1970-06-04	301	A
USGS	01104500	1970-06-05	240	A
USGS	01104500	1970-06-06	307	A
USGS	01104500	1970-06-07	393	A
USGS	01104500	1970-06-08	394	A
USGS	01104500	1970-06-09	387	A
USGS	01104500	1970-06-10	372	A
USGS	01104500	1970-06-11	345	A
USGS	01104500	1970-06-12	307	A
USGS	01104500	1970-06-13	267	A
USGS	01104500	1970-06-14	225	A
USGS	01104500	1970-06-15	198	A
USGS	01104500	1970-06-16	177	A
USGS	01104500	1970-06-17	165	A
